Customer ID,Recommended Product,Current Plan,Product Interest,Monthly Data Usage (GB),Monthly Voice Minutes,Monthly SMS Sent,Recommended
34300,Loyalty-Based Free Data Top-Ups,,Value-Added Services,35.25,1827,232,1
90725,Loyalty-Based Free Data Top-Ups,,Value-Added Services,16.9,270,39,1
22503,Upgrade to Premium Services for Free,,Voice Plans,33.95,1396,322,1
77052,Discounted Data Bundles,,Device Offers,20.1,1822,152,1
93012,Upgrade to Premium Services for Free,,Value-Added Services,37.93,634,126,1
85257,Discounted Data Bundles,,Voice Plans,22.98,1514,236,1
28186,Discounted SMS Bundles,,Voice Plans,20.91,792,485,1
36152,Loyalty-Based Free Data Top-Ups,,Value-Added Services,46.77,1450,492,1
56681,Free Device,,Device Offers,12.92,207,54,1
56345,Contract Extension Bonuses,,Voice Plans,6.46,1970,467,1
50248,Discounted Data Bundles,,Data Plans,29.43,1285,435,1
21102,Upgrade to Premium Services for Free,,Device Offers,48.48,913,171,1
74671,Free Device,,Device Offers,19.2,1104,108,1
43019,Discounted Data Bundles,,Value-Added Services,3.57,551,353,1
65031,Discounted Data Bundles,,Value-Added Services,17.3,1329,468,1
91130,Loyalty-Based Free Data Top-Ups,,Data Plans,25.54,689,183,1
24208,Discounted Data Bundles,,Voice Plans,8.52,1139,438,1
52442,Contract Extension Bonuses,,Value-Added Services,33.08,426,367,1
89172,Loyalty-Based Free Data Top-Ups,,Value-Added Services,49.89,707,470,1
13965,Contract Extension Bonuses,,Device Offers,22.86,758,197,1
52441,Discounted Voice Bundles,,Value-Added Services,18.06,101,370,1
81974,Free Device,,Value-Added Services,20.33,1133,372,1
13240,Loyalty-Based Free Data Top-Ups,,Value-Added Services,6.2,533,460,1
79391,Loyalty-Based Free Data Top-Ups,,Value-Added Services,44.22,224,496,1
50170,Loyalty-Based Free Data Top-Ups,,Device Offers,21.03,1204,86,1
51078,Loyalty-Based Free Data Top-Ups,,Data Plans,19.67,584,200,1
83621,Upgrade to Premium Services for Free,,Data Plans,33.15,751,336,1
98675,Loyalty-Based Free Data Top-Ups,,Voice Plans,22.38,1961,321,1
32640,Loyalty-Based Free Data Top-Ups,,Value-Added Services,32.59,1273,274,1
48455,Contract Extension Bonuses,,Device Offers,3.54,899,210,1
96168,Loyalty-Based Free Data Top-Ups,,Voice Plans,40.78,972,390,1
39083,Discounted SMS Bundles,,Voice Plans,47.05,1463,117,1
21596,Free Device,,Data Plans,32.61,228,190,1
29514,Loyalty-Based Free Data Top-Ups,,Device Offers,47.75,537,41,1
58743,Free Device,,Device Offers,8.0,850,41,1
68665,Discounted SMS Bundles,,Device Offers,24.13,600,314,1
55748,Discounted SMS Bundles,,Data Plans,30.29,1181,275,1
20391,Free Device,,Data Plans,29.3,1321,328,1
41804,Discounted Data Bundles,,Data Plans,20.37,310,16,1
68355,Discounted Voice Bundles,,Data Plans,17.24,1001,282,1
63814,Upgrade to Premium Services for Free,,Data Plans,6.78,144,430,1
71401,Roaming Data Bundles,,Value-Added Services,19.89,1220,257,1
20822,Discounted Data Bundles,,Value-Added Services,8.55,1402,62,1
43765,Contract Extension Bonuses,,Device Offers,36.85,634,61,1
44118,Upgrade to Premium Services for Free,,Voice Plans,10.84,1533,99,1
21752,Upgrade to Premium Services for Free,,Device Offers,3.4,560,18,1
15560,Discounted Data Bundles,,Voice Plans,27.84,490,16,1
29824,Loyalty-Based Free Data Top-Ups,,Data Plans,29.96,1970,324,1
65911,Contract Extension Bonuses,,Voice Plans,43.66,1167,422,1
19807,Contract Extension Bonuses,,Device Offers,29.06,126,465,1
70099,Discounted SMS Bundles,,Device Offers,17.6,893,372,1
90441,Loyalty-Based Free Data Top-Ups,,Voice Plans,40.25,1220,245,1
60559,Upgrade to Premium Services for Free,,Value-Added Services,27.24,1074,250,1
50863,Discounted Data Bundles,,Data Plans,4.42,647,454,1
37241,Discounted SMS Bundles,,Data Plans,28.51,720,80,1
84547,Free Device,,Device Offers,45.45,666,38,1
95444,Discounted Voice Bundles,,Value-Added Services,20.12,803,35,1
80574,Loyalty-Based Free Data Top-Ups,,Voice Plans,15.17,1342,423,1
18536,Loyalty-Based Free Data Top-Ups,,Data Plans,7.6,284,428,1
84182,Loyalty-Based Free Data Top-Ups,,Value-Added Services,8.0,1192,387,1
98031,Contract Extension Bonuses,,Data Plans,21.92,1952,485,1
73540,Free Device,,Value-Added Services,29.99,1253,408,1
86442,Loyalty-Based Free Data Top-Ups,,Value-Added Services,4.49,1690,196,1
28078,Free Device,,Device Offers,47.01,1732,157,1
44934,Loyalty-Based Free Data Top-Ups,,Data Plans,37.88,947,203,1
21746,Loyalty-Based Free Data Top-Ups,,Voice Plans,29.54,698,195,1
51411,Discounted Voice Bundles,,Device Offers,41.51,905,215,1
81246,Free Device,,Device Offers,4.47,1754,284,1
19245,Free Device,,Voice Plans,24.1,1843,456,1
44817,Discounted Voice Bundles,,Device Offers,31.69,1457,195,1
79019,Loyalty-Based Free Data Top-Ups,,Value-Added Services,41.52,1277,306,1
36033,Discounted Voice Bundles,,Value-Added Services,39.28,1670,151,1
44027,Free Device,,Data Plans,14.21,178,13,1
40118,Discounted Voice Bundles,,Data Plans,47.07,678,324,1
29934,Free Device,,Voice Plans,6.66,1978,145,1
70405,Free Device,,Data Plans,43.82,512,425,1
61864,Loyalty-Based Free Data Top-Ups,,Value-Added Services,48.56,645,56,1
62549,Discounted Data Bundles,,Voice Plans,9.27,1732,210,1
23089,Roaming Data Bundles,,Voice Plans,36.24,268,267,1
55200,Loyalty-Based Free Data Top-Ups,,Data Plans,2.49,780,209,1
60121,Discounted SMS Bundles,,Value-Added Services,20.57,1786,16,1
